"","Name","totalgames","totalxp","totaltime","survivalplayed","survivalxp","survivaltime","survivalkills","brawlers","survivalwins","survivalgold","cagames","catime","cakills","cared","cagreen","cablue","bbgames","bbtime","bbwins","bbgoldlooted","bbgoldstored","bbupgrades","uhcwins","uhckills","uhcdeaths","uhcfalls","uhcgapples","uhcnotchapples","uhcgold","forthehorse","camelotplayed","camelotxp","camelottime","lords","dukes","spartans","castlecaptures","camelotvictories","wizardgames","wizardxp","wizardtime","wizardkills","wizarddeaths","wizardfirst","wizardsecond","wizardthird","wizardtopten","wizardhighest","pjgames","pjxp","pjtime","pjkills","pjdeaths","pjfirst","pjsecond","pjthird","pjtopten","pjhighest","Level"
"1128","Darklkk","350","284,583","3d 9h 45m 55s","127","8,193","0d 7h 21m 46s","125 (0*)","2 (0*)","3","85 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","110","146,313","0d 21h 46m 53s","1426","21","64","113","46","22","8,764","0d 4h 8m 54s","121 (121*)","114","0","1","0","9","31","35","12,420","0d 5h 12m 25s","502","341","4","1","2","0","33",107
"1129","DravereSilvanus","312","283,025","5d 0h 11m 48s","17","1,866","0d 1h 4m 36s","17 (0*)","0 (0*)","1","36 (0*)","9 (9*)","0d 7h 56m 53s (0d 7h 56m 53s*)","39 (39*)","0 (0*)","2 (2*)","4 (4*)","3 (3*)","0d 0h 34m 14s (0d 0h 34m 14s*)","5 (5*)","5 (5*)","6 (6*)","16 (16*)","0 (0*)","0 (0*)","1 (1*)","4 (4*)","1 (1*)","0 (0*)","25 (25*)","0 (0*)","14","8,603","0d 2h 48m 27s","29","14","1","14","3","5","1,686","0d 0h 52m 27s","23 (11*)","30","0","0","0","0","13","36","12,418","0d 4h 15m 41s","260","203","0","0","2","0","37",107
"1130","techity","44","6,250","0d 5h 10m 18s","2","125","0d 0h 5m 45s","3 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","1","400","0d 0h 13m 37s","4 (4*)","12","0","0","0","0","0","18","5,045","0d 2h 46m 23s","167","206","0","0","2","0","10",4
"1131","Grasspad","128","95,867","1d 11h 18m 21s","64","3,032","0d 2h 55m 11s","51 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","15","15,002","0d 3h 36m 53s","101","7","1","8","1","1","615","0d 0h 10m 37s","6 (6*)","9","0","0","0","0","3","11","3,657","0d 1h 35m 4s","114","99","1","0","2","0","23",50
"1132","Leafrye","66","43,995","0d 16h 2m 27s","1","35","0d 0h 1m 41s","1 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","22","11,040","0d 2h 45m 43s","45","25","3","2","4","1","200","0d 0h 11m 36s","6 (6*)","6","0","0","0","0","0","8","2,655","0d 1h 12m 25s","133","67","2","0","2","0","38",27
"1133","norwayjump","54","18,011","0d 9h 11m 36s","26","1,731","0d 1h 21m 38s","19 (0*)","2 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 32m 8s","3","","","","","8","3,379","0d 1h 38m 18s","75 (7*)","60","0","0","0","0","28","12","5,135","0d 1h 47m 18s","195","125","0","0","2","0","27",12
"1134","doggking12","301","82,299","2d 2h 44m 16s","210","5,383","0d 6h 13m 18s","91 (0*)","12 (0*)","1","10 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1","100","0d 0h 15m 30s","","","","","1","18","9,270","0d 5h 54m 39s","208 (0*)","315","0","0","1","0","38","8","4,120","0d 1h 54m 39s","94","158","0","0","2","0","10",44
"1135","Jaxon99","335","89,348","1d 10h 15m 21s","138","6,800","0d 6h 45m 42s","51 (0*)","3 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","19","10,795","0d 2h 8m 34s","55","","1","9","5","6","2,136","0d 0h 46m 45s","18 (0*)","32","0","0","0","0","14","101","31,731","0d 9h 20m 16s","519","452","0","1","2","0","12",47
"1136","iKlunGo","147","66,102","1d 0h 2m 47s","67","3,089","0d 2h 42m 27s","33 (0*)","2 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","1,075","0d 0h 17m 19s","9 (0*)","19","0","0","0","0","0","44","16,792","0d 5h 21m 18s","444","471","0","0","2","0","13",37
"1137","idkwhatusaidpie","213","242,550","3d 19h 56m 50s","21","2,670","0d 1h 33m 29s","50 (0*)","0 (0*)","2","64 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","3 (3*)","0d 0h 31m 28s (0d 0h 31m 28s*)","5 (5*)","1 (1*)","2 (2*)","28 (28*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","27","12,463","0d 6h 54m 9s","169","4","13","35","8","21","9,335","0d 5h 17m 46s","264 (67*)","125","2","0","3","2","60","20","6,805","0d 3h 8m 0s","266","166","4","1","2","0","25",96
"1138","frenchie1999","210","80,910","1d 16h 49m 36s","89","4,770","0d 4h 25m 1s","90 (0*)","2 (0*)","1","31 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","0d 0h 13m 15s (0d 0h 13m 15s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","34","28,612","0d 8h 48m 52s","231","57","9","27","11","32","14,240","0d 7h 40m 19s","473 (58*)","284","1","3","3","4","47","20","6,600","0d 3h 17m 25s","303","262","1","0","2","0","21",44
"1139","Buhnanuhs","2,040","1,803,561","29d 21h 14m 44s","1,098","129,286","2d 10h 21m 0s","1,858 (106*)","174 (32*)","96","3,349 (280*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","34","26,134","0d 8h 8m 26s","744","","21","46","16","26","10,372","0d 6h 6m 7s","344 (10*)","153","3","3","0","0","67","40","15,858","0d 5h 52m 0s","549","392","4","0","2","0","37",327
"1140","Petco7","245","43,910","0d 18h 9m 55s","191","19,763","0d 9h 58m 18s","249 (0*)","10 (0*)","7","354 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1","0","0d 0h 10m 6s","","","","","","0","450","0d 0h 8m 49s","2 (0*)","5","0","0","0","0","0","51","21,792","0d 6h 39m 24s","759","476","3","2","2","0","37",27
"1141","Cat656","587","366,390","6d 22h 27m 10s","146","8,416","0d 6h 1m 25s","121 (0*)","2 (0*)","4","135 (0*)","4 (4*)","0d 4h 57m 22s (0d 4h 57m 22s*)","23 (23*)","1 (1*)","0 (0*)","1 (1*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","1 (1*)","12 (12*)","3 (3*)","0 (0*)","34 (34*)","0 (0*)","49","57,894","0d 11h 35m 20s","390","79","13","74","23","61","23,435","0d 11h 18m 24s","500 (460*)","348","1","2","2","12","48","12","4,455","0d 1h 35m 25s","97","117","1","0","0","3","8",126
"1142","gyroninja","1,971","180,388","10d 5h 5m 59s","562","50,993","1d 0h 18m 23s","933 (20*)","7 (1*)","16","426 (54*)","112 (112*)","2d 4h 46m 28s (2d 4h 46m 28s*)","254 (254*)","17 (17*)","23 (23*)","28 (28*)","1 (1*)","0d 0h 11m 47s (0d 0h 11m 47s*)","0 (0*)","2 (2*)","2 (2*)","2 (2*)","0 (0*)","7 (7*)","17 (17*)","151 (151*)","22 (22*)","0 (0*)","181 (181*)","0 (0*)","15","17,755","0d 3h 20m 5s","27","","6","17","5","14","6,052","0d 2h 16m 48s","79 (44*)","136","1","0","0","1","28","49","11,927","0d 8h 5m 44s","348","637","1","0","1","3","27",79
"1143","Browning_047","571","235,332","5d 12h 46m 19s","246","18,395","0d 12h 55m 40s","285 (30*)","3 (0*)","16","295 (64*)","6 (6*)","0d 3h 24m 25s (0d 3h 24m 25s*)","36 (36*)","0 (0*)","3 (3*)","0 (0*)","1 (1*)","0d 0h 15m 25s (0d 0h 15m 25s*)","2 (2*)","3 (3*)","3 (3*)","5 (5*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","12","11,778","0d 2h 6m 40s","56","13","3","16","6","10","3,370","0d 1h 59m 2s","116 (58*)","140","0","0","0","1","18","14","3,525","0d 1h 57m 21s","168","163","0","0","0","3","15",94
"1144","t3hero","1,272","532,850","12d 7h 50m 31s","392","23,963","0d 12h 38m 31s","348 (52*)","29 (7*)","18","395 (0*)","52 (52*)","0d 22h 19m 23s (0d 22h 19m 23s*)","253 (253*)","7 (7*)","5 (5*)","22 (22*)","3 (3*)","0d 0h 38m 8s (0d 0h 38m 8s*)","2 (2*)","1 (1*)","3 (3*)","9 (9*)","0 (0*)","1 (1*)","14 (14*)","116 (116*)","2 (2*)","0 (0*)","47 (47*)","0 (0*)","70","90,673","0d 19h 43m 30s","976","35","42","130","34","21","12,739","0d 4h 45m 50s","135 (114*)","184","0","0","0","1","32","23","11,508","0d 3h 44m 58s","273","304","1","1","1","3","38",160
"1145","helphelp11","396","229,700","4d 11h 34m 11s","136","6,130","0d 5h 39m 1s","104 (9*)","6 (0*)","3","58 (0*)","13 (13*)","0d 7h 46m 2s (0d 7h 46m 2s*)","63 (63*)","2 (2*)","3 (3*)","2 (2*)","3 (3*)","0d 0h 33m 2s (0d 0h 33m 2s*)","4 (4*)","7 (7*)","7 (7*)","9 (9*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","17","18,824","0d 4h 1m 8s","115","4","7","14","4","6","1,645","0d 0h 54m 54s","26 (3*)","30","0","0","0","0","34","11","2,580","0d 1h 36m 12s","81","105","0","0","0","2","7",93
"1146","Yyve","493","575,290","10d 1h 30m 10s","96","3,878","0d 3h 52m 11s","34 (0*)","2 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","1,290","0d 0h 0m 0s","8 (0*)","13","0","0","0","0","12","19","5,844","0d 1h 57m 9s","70","114","0","0","0","1","16",167
"1147","brainy8","94","44,450","1d 5h 34m 54s","26","495","0d 0h 49m 6s","7 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","0d 0h 7m 23s (0d 0h 7m 23s*)","0 (0*)","0 (0*)","0 (0*)","5 (5*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 7s","","","","","","1","400","0d 0h 5m 21s","0 (0*)","3","0","0","0","0","0","7","1,670","0d 0h 59m 4s","31","95","0","0","0","1","5",27
"1148","Zakaro","34","30,768","0d 14h 41m 0s","7","155","0d 0h 12m 32s","3 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","3","3,358","0d 0h 58m 0s","5","8","","1","1","1","500","0d 0h 13m 21s","8 (8*)","8","0","0","0","1","15","1","515","0d 0h 18m 24s","21","26","0","0","0","1","18",20
"1149","Arok2003","65","14,955","0d 11h 0m 18s","1","65","0d 0h 4m 38s","1 (1*)","0 (0*)","0","0 (0*)","7 (7*)","0d 4h 28m 41s (0d 4h 28m 41s*)","35 (35*)","1 (1*)","2 (2*)","1 (1*)","1 (1*)","0d 0h 10m 46s (0d 0h 10m 46s*)","1 (1*)","1 (1*)","1 (1*)","10 (10*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","200","0d 0h 6m 46s","2 (2*)","5","0","0","0","0","0","30","9,815","0d 4h 31m 51s","555","242","4","0","0","1","47",10
"1150","uxhy","3,389","631,455","11d 5h 39m 4s","2,984","381,917","7d 10h 25m 0s","4,832 (918*)","61 (2*)","372","14,471 (4,455*)","10 (10*)","0d 5h 52m 23s (0d 5h 52m 23s*)","65 (65*)","4 (4*)","2 (2*)","2 (2*)","6 (6*)","0d 1h 2m 16s (0d 1h 2m 16s*)","1 (1*)","6 (6*)","5 (5*)","33 (33*)","2 (2*)","14 (14*)","17 (17*)","97 (97*)","52 (52*)","0 (0*)","506 (506*)","0 (0*)","68","60,284","0d 13h 37m 34s","222","189","7","38","22","8","4,411","0d 1h 44m 20s","60 (17*)","85","0","0","0","0","38","76","27,528","0d 10h 54m 14s","813","757","0","0","0","1","34",177
"1151","Mr_Burrito56","193","230,390","3d 13h 49m 10s","29","1,687","0d 1h 36m 49s","20 (0*)","0 (0*)","1","2 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1","1,152","0d 0h 19m 49s","1","1","","","1","1","390","0d 0h 15m 0s","6 (6*)","10","0","0","0","0","12","7","2,472","0d 0h 48m 15s","45","71","0","0","0","1","9",93
"1152","jmsaints12","406","563,901","9d 2h 23m 45s","33","2,028","0d 1h 27m 33s","26 (0*)","1 (0*)","1","0 (0*)","4 (4*)","0d 1h 48m 35s (0d 1h 48m 35s*)","11 (11*)","0 (0*)","0 (0*)","1 (1*)","2 (2*)","0d 0h 24m 55s (0d 0h 24m 55s*)","1 (1*)","0 (0*)","0 (0*)","13 (13*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","15","12,684","0d 2h 42m 58s","64","2","1","9","5","25","7,279","0d 4h 49m 0s","147 (110*)","144","0","0","0","1","46","8","2,124","0d 0h 56m 37s","52","71","0","0","0","1","4",165
"1153","devnull2112","219","12,160","0d 19h 15m 50s","39","2,345","0d 2h 27m 31s","31 (1*)","0 (0*)","1","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 7m 36s","","","","","","3","645","0d 0h 23m 3s","12 (6*)","13","0","0","0","0","4","7","3,020","0d 1h 22m 34s","88","93","0","0","0","1","9",8
"1154","medal10000","524","141,279","4d 8h 59m 30s","303","10,705","0d 14h 16m 51s","111 (7*)","4 (0*)","3","14 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","5 (5*)","0d 0h 52m 4s (0d 0h 52m 4s*)","2 (2*)","4 (4*)","5 (5*)","18 (18*)","0 (0*)","0 (0*)","2 (2*)","15 (15*)","0 (0*)","0 (0*)","14 (14*)","0 (0*)","17","19,531","0d 3h 35m 12s","29","","3","21","10","49","13,225","0d 9h 23m 33s","233 (194*)","323","0","0","0","5","52","41","9,215","0d 5h 19m 30s","300","439","1","1","0","1","25",66
"1155","bodski99","1","240","0d 0h 31m 22s","0","0","0d 0h 0m 0s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","1","240","0d 0h 10m 0s","8","9","0","0","0","1","3",0
"1156","Xeromere","145","284,514","4d 8h 42m 15s","2","0","0d 0h 1m 26s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","7","5,903","0d 1h 40m 32s","31","","","2","1","8","2,855","0d 1h 36m 27s","61 (49*)","82","0","0","0","1","12","4","1,005","0d 0h 34m 48s","29","45","0","0","0","1","7",107
"1157","M4ck3bu","4","1,195","0d 0h 35m 10s","1","20","0d 0h 2m 20s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","2","445","0d 0h 10m 32s","15","14","0","0","0","1","4",0
"1158","joshylafleur","20","19,580","0d 8h 13m 42s","5","180","0d 0h 10m 16s","4 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","1","255","0d 0h 10m 0s","11","17","0","0","0","1","6",13
"1159","OMGGamerzz","13","2,180","0d 1h 26m 30s","3","55","0d 0h 5m 12s","1 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","200","0d 0h 5m 7s","3 (3*)","5","0","0","0","0","0","7","1,855","0d 1h 8m 44s","63","105","0","0","0","1","6",1
"1160","Soulsilvers","395","456,523","7d 1h 18m 25s","96","8,830","0d 5h 28m 36s","96 (6*)","0 (0*)","12","336 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","13 (13*)","0d 2h 33m 4s (0d 2h 33m 4s*)","12 (12*)","43 (43*)","39 (39*)","43 (43*)","0 (0*)","5 (5*)","1 (1*)","6 (6*)","9 (9*)","0 (0*)","43 (43*)","0 (0*)","17","21,318","0d 3h 57m 36s","43","57","5","33","7","2","625","0d 0h 41m 54s","13 (13*)","43","0","0","0","0","5","10","2,570","0d 1h 35m 16s","136","107","1","0","0","1","18",145
"1161","BlueCactuar","809","80,491","5d 11h 25m 23s","53","2,710","0d 3h 18m 28s","16 (0*)","0 (0*)","2","57 (0*)","49 (49*)","2d 11h 54m 16s (2d 11h 54m 16s*)","299 (299*)","9 (9*)","11 (11*)","13 (13*)","6 (6*)","0d 1h 3m 34s (0d 1h 3m 34s*)","4 (4*)","17 (17*)","16 (16*)","11 (11*)","0 (0*)","0 (0*)","1 (1*)","9 (9*)","1 (1*)","0 (0*)","8 (8*)","0 (0*)","5","3,830","0d 0h 52m 43s","12","1","","1","1","8","2,110","0d 1h 27m 41s","28 (28*)","59","0","0","0","2","16","7","1,660","0d 0h 57m 51s","26","71","0","0","0","1","2",44
"1162","Arseny97","4,417","471,505","17d 1h 26m 10s","3,090","262,407","6d 22h 7m 6s","3,310 (305*)","167 (5*)","286","9,055 (1,541*)","23 (23*)","0d 16h 4m 0s (0d 16h 4m 0s*)","137 (137*)","6 (6*)","3 (3*)","3 (3*)","14 (14*)","0d 2h 23m 59s (0d 2h 23m 59s*)","12 (12*)","32 (32*)","39 (39*)","74 (74*)","2 (2*)","4 (4*)","8 (8*)","49 (49*)","14 (14*)","0 (0*)","191 (191*)","0 (0*)","46","55,570","0d 10h 51m 2s","556","1","21","60","18","20","5,170","0d 4h 5m 58s","116 (106*)","198","0","0","0","1","25","22","7,134","0d 3h 16m 59s","226","293","2","0","0","1","30",148
"1163","Dinomining","585","487,547","8d 4h 44m 8s","228","18,295","0d 10h 41m 29s","310 (1*)","21 (0*)","8","331 (0*)","2 (2*)","0d 2h 4m 2s (0d 2h 4m 2s*)","8 (8*)","1 (1*)","0 (0*)","1 (1*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","1 (1*)","4 (4*)","48 (48*)","2 (2*)","0 (0*)","131 (131*)","0 (0*)","15","17,717","0d 3h 15m 55s","107","","9","19","6","2","942","0d 0h 15m 35s","9 (3*)","31","0","0","0","0","1","9","2,804","0d 1h 29m 55s","95","121","0","0","0","1","20",151
"1164","1rex01","96","45,808","1d 9h 51m 25s","20","455","0d 0h 50m 57s","3 (0*)","0 (0*)","0","0 (0*)","2 (2*)","0d 2h 2m 11s (0d 2h 2m 11s*)","3 (3*)","0 (0*)","1 (1*)","0 (0*)","1 (1*)","0d 0h 13m 18s (0d 0h 13m 18s*)","2 (2*)","1 (1*)","2 (2*)","5 (5*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2","1,800","0d 0h 17m 56s","","","","2","1","1","410","0d 0h 17m 10s","7 (7*)","14","0","0","0","0","2","4","1,075","0d 0h 37m 58s","39","55","0","0","0","1","5",28
"1165","geekofmanytopics","768","532,309","12d 11h 50m 24s","259","7,732","0d 9h 36m 42s","67 (0*)","7 (0*)","5","97 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","5 (5*)","0d 0h 54m 26s (0d 0h 54m 26s*)","4 (4*)","13 (13*)","12 (12*)","11 (11*)","1 (1*)","3 (3*)","22 (22*)","56 (56*)","19 (19*)","0 (0*)","448 (448*)","0 (0*)","28","35,615","0d 6h 13m 49s","30","49","","9","4","13","3,315","0d 2h 48m 55s","71 (68*)","139","0","0","0","0","10","15","3,465","0d 2h 18m 48s","73","211","0","0","0","1","5",159
"1166","sandmancar","72","20,392","0d 9h 41m 25s","8","325","0d 0h 24m 13s","5 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","16","15,530","0d 3h 9m 12s","91","","3","14","7","4","915","0d 0h 50m 53s","28 (28*)","37","0","0","0","0","12","9","1,940","0d 1h 2m 17s","54","81","0","0","0","1","18",14
