"","Name","totalgames","totalxp","totaltime","survivalplayed","survivalxp","survivaltime","survivalkills","brawlers","survivalwins","survivalgold","cagames","catime","cakills","cared","cagreen","cablue","bbgames","bbtime","bbwins","bbgoldlooted","bbgoldstored","bbupgrades","uhcwins","uhckills","uhcdeaths","uhcfalls","uhcgapples","uhcnotchapples","uhcgold","forthehorse","camelotplayed","camelotxp","camelottime","lords","dukes","spartans","castlecaptures","camelotvictories","wizardgames","wizardxp","wizardtime","wizardkills","wizarddeaths","wizardfirst","wizardsecond","wizardthird","wizardtopten","wizardhighest","pjgames","pjxp","pjtime","pjkills","pjdeaths","pjfirst","pjsecond","pjthird","pjtopten","pjhighest","Level"
"1089","monkeysamjam","94","69,870","1d 1h 30m 3s","32","2,525","0d 1h 37m 54s","45 (0*)","0 (0*)","2","172 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1","180","0d 0h 5m 59s","1","","","","","2","280","0d 0h 15m 8s","12 (0*)","13","0","0","0","0","11","25","10,745","0d 3h 20m 52s","286","273","4","3","0","0","31",39
"1090","caliml","24","5,940","0d 3h 29m 27s","0","0","0d 0h 0m 0s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","200","0d 0h 6m 8s","1 (1*)","6","0","0","0","0","0","14","5,360","0d 2h 16m 42s","239","172","2","3","0","0","41",4
"1091","Baseballgamer84","1,929","332,933","4d 22h 10m 36s","1,873","277,357","4d 1h 39m 26s","3,999 (0*)","213 (0*)","146","8,002 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","3","2,360","0d 0h 44m 54s","17","","","1","1","3","2,652","0d 1h 8m 5s","56 (4*)","51","0","0","0","0","5","31","13,330","0d 4h 17m 28s","584","471","1","3","2","0","19",119
"1092","jon1117","320","221,023","3d 6h 48m 53s","164","13,229","0d 7h 14m 22s","184 (0*)","11 (0*)","5","282 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1","1,280","0d 0h 12m 41s","1","","","1","1","4","2,149","0d 0h 42m 39s","48 (2*)","30","0","1","0","0","40","41","19,610","0d 5h 54m 1s","720","529","1","3","3","0","43",90
"1093","Spaxxinator","74","12,088","0d 5h 19m 55s","48","1,725","0d 1h 13m 26s","27 (0*)","7 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","6","2,474","0d 1h 20m 34s","40 (0*)","64","0","0","0","0","15","18","6,557","0d 2h 8m 9s","177","129","0","3","0","0","14",8
"1094","Aztarac","237","108,686","3d 11h 8m 21s","105","2,730","0d 3h 52m 52s","38 (0*)","2 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","1 (1*)","1 (1*)","1 (1*)","0 (0*)","0 (0*)","1 (1*)","5 (5*)","0 (0*)","0 (0*)","6 (6*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","5","1,715","0d 1h 20m 5s","30 (3*)","55","0","0","0","0","21","72","18,185","0d 9h 9m 21s","594","657","3","3","0","0","24",55
"1095","Carlito85","522","52,801","1d 9h 45m 0s","459","24,972","0d 18h 58m 31s","561 (0*)","20 (0*)","6","215 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","5","2,220","0d 1h 35m 24s","26","16","1","4","2","11","4,500","0d 3h 10m 38s","124 (0*)","145","0","1","0","0","41","26","10,055","0d 3h 38m 13s","406","277","7","3","1","0","34",31
"1096","Balone","1,373","273,254","4d 20h 22m 59s","1,280","162,629","3d 1h 37m 41s","2,010 (4*)","34 (0*)","96","2,373 (8*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","2 (2*)","6 (6*)","37 (37*)","11 (11*)","1 (1*)","318 (318*)","0 (0*)","3","3,721","0d 0h 45m 30s","22","","","5","1","1","472","0d 0h 15m 0s","12 (0*)","14","0","0","0","0","18","33","13,411","0d 3h 59m 45s","427","302","1","3","0","0","39",104
"1097","Juaneiro","47","9,215","0d 4h 15m 21s","32","2,424","0d 1h 34m 12s","34 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","2","855","0d 0h 30m 0s","15 (0*)","21","0","0","0","0","26","13","5,936","0d 2h 11m 9s","247","140","0","2","2","0","15",6
"1098","marco757","281","21,390","0d 16h 2m 40s","245","8,005","0d 8h 48m 8s","157 (0*)","2 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","34","11,225","0d 5h 47m 56s","497","450","4","2","1","0","26",14
"1099","BarackOblaahma","257","275,425","3d 7h 31m 45s","132","19,497","0d 8h 13m 43s","281 (2*)","4 (0*)","10","333 (14*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","17","20,229","0d 4h 3m 3s","191","3","10","16","5","5","2,224","0d 0h 57m 40s","57 (39*)","42","0","0","1","1","25","7","3,516","0d 1h 8m 40s","117","103","0","2","0","0","16",105
"1100","death9999148","193","98,308","1d 17h 12m 17s","67","2,325","0d 3h 2m 16s","21 (0*)","0 (0*)","1","39 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","45","33,470","0d 7h 1m 19s","98","53","4","22","16","5","1,555","0d 0h 57m 51s","23 (22*)","32","0","0","0","0","16","20","6,400","0d 2h 50m 37s","199","202","0","2","0","0","13",51
"1101","Charliemadman","326","306,277","4d 17h 41m 14s","82","3,366","0d 2h 24m 22s","50 (0*)","5 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2","2,766","0d 0h 19m 35s","2","","","1","1","2","762","0d 0h 17m 25s","10 (9*)","13","0","0","0","0","0","45","21,481","0d 5h 58m 40s","571","311","2","2","7","0","19",112
"1102","Zeirith","87","79,803","1d 11h 35m 10s","6","510","0d 0h 26m 32s","4 (0*)","1 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","27","35,610","0d 6h 24m 49s","91","78","9","50","12","4","1,559","0d 0h 50m 11s","22 (0*)","29","0","0","0","0","26","27","11,778","0d 4h 6m 34s","303","162","1","1","5","0","18",43
"1103","TheGloriousTBNR","1,029","175,441","3d 19h 35m 1s","961","97,797","2d 17h 50m 30s","1,149 (0*)","15 (0*)","82","2,359 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","3,373","0d 0h 26m 10s","103 (0*)","61","0","0","0","0","27","32","14,832","0d 5h 1m 59s","620","480","3","0","5","0","24",77
"1104","TBDonkey","329","166,161","2d 21h 32m 8s","126","10,937","0d 6h 20m 52s","160 (5*)","5 (0*)","3","141 (0*)","2 (2*)","0d 0h 34m 33s (0d 0h 34m 33s*)","33 (33*)","0 (0*)","0 (0*)","1 (1*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","16","3,442","0d 3h 38m 59s","185","2","9","17","6","4","3,442","0d 0h 52m 7s","89 (1*)","69","0","0","0","0","18","32","14,148","0d 4h 6m 4s","534","348","1","2","4","0","30",74
"1105","Pineapple_Yetti","883","221,744","3d 12h 7m 30s","747","84,908","1d 14h 10m 46s","1,014 (0*)","26 (0*)","41","2,198 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","2","937","0d 0h 5m 36s","2 (0*)","4","0","0","0","0","10","67","24,745","0d 9h 8m 45s","737","393","1","1","4","0","26",91
"1106","FluffPuff100","105","58,558","1d 5h 21m 44s","43","1,625","0d 2h 20m 56s","17 (0*)","1 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","12","10,198","0d 2h 11m 7s","45","2","2","5","4","1","800","0d 0h 23m 4s","0 (0*)","10","0","0","0","0","0","26","7,030","0d 4h 12m 16s","232","260","1","0","3","1","19",34
"1107","bloodystar555","256","136,819","1d 22h 45m 0s","111","5,860","0d 3h 31m 58s","95 (0*)","4 (0*)","1","64 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","49","52,654","0d 10h 46m 47s","283","","27","59","20","3","1,750","0d 0h 43m 40s","29 (1*)","51","0","0","0","0","17","41","16,108","0d 5h 16m 35s","389","263","0","1","3","0","27",65
"1108","Pyro_Slime","1,398","553,674","8d 21h 47m 51s","1,154","79,964","2d 15h 30m 58s","1,057 (0*)","22 (0*)","49","984 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","13","13,858","0d 2h 37m 36s","58","1","2","16","4","3","1,199","0d 0h 36m 25s","35 (0*)","33","0","0","0","0","25","45","16,764","0d 5h 50m 55s","695","508","0","2","3","0","20",163
"1109","BakSteenSwag","243","25,247","0d 14h 19m 36s","220","15,880","0d 10h 56m 45s","239 (0*)","5 (0*)","11","456 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","23","9,367","0d 3h 18m 51s","342","213","2","0","3","0","21",17
"1110","randytan","89","53,266","0d 19h 7m 26s","25","1,768","0d 1h 18m 47s","22 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","7","5,737","0d 1h 33m 23s","2","10","","2","4","4","1,566","0d 0h 58m 58s","37 (0*)","51","0","0","0","0","28","33","13,801","0d 4h 54m 35s","422","175","1","2","3","0","21",31
"1111","bautifran","449","57,050","1d 16h 34m 37s","381","24,418","1d 1h 17m 52s","328 (0*)","17 (0*)","5","26 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","47","24,021","0d 11h 59m 57s","602 (0*)","349","5","4","4","0","50","20","8,410","0d 3h 7m 54s","294","216","0","0","3","0","16",33
"1112","willytg","34","7,947","0d 5h 2m 47s","19","875","0d 1h 6m 17s","13 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2","517","0d 0h 16m 5s","10","","","","","1","230","0d 0h 11m 49s","5 (0*)","9","0","0","0","0","6","11","4,055","0d 2h 8m 55s","108","152","0","0","3","0","13",5
"1113","bigpetey218","229","40,798","0d 22h 22m 45s","180","9,500","0d 8h 4m 38s","107 (0*)","10 (0*)","1","2 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","9","2,844","0d 1h 56m 50s","77 (0*)","121","0","0","0","0","26","14","5,374","0d 2h 9m 26s","190","185","0","0","3","0","16",25
"1114","edwardba","237","51,508","1d 2h 11m 45s","184","10,408","0d 8h 39m 4s","129 (0*)","3 (0*)","7","168 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","2","700","0d 0h 27m 45s","23 (0*)","19","0","0","0","0","3","19","7,601","0d 2h 54m 44s","239","170","0","1","3","0","16",31
"1115","_SwiggitySwag_","287","167,529","3d 8h 28m 37s","130","22,893","0d 6h 9m 18s","337 (0*)","21 (0*)","13","836 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","8","3,539","0d 1h 44m 56s","90 (0*)","71","0","0","0","0","24","51","22,562","0d 7h 31m 1s","902","587","0","0","3","0","59",75
"1116","superherodave","1,169","188,503","4d 6h 49m 45s","1,054","92,470","2d 8h 18m 31s","1,622 (0*)","110 (0*)","78","2,807 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","21","11,290","0d 5h 18m 34s","150","22","2","21","9","23","6,935","0d 4h 28m 19s","222 (128*)","132","0","1","0","6","40","32","9,125","0d 4h 22m 49s","429","270","4","0","3","0","27",81
"1117","FSix4","136","21,349","0d 10h 4m 56s","105","7,085","0d 5h 2m 33s","130 (0*)","3 (0*)","2","79 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","200","0d 0h 0m 59s","0 (0*)","1","0","0","0","0","0","31","14,064","0d 4h 47m 34s","508","365","1","0","3","0","46",14
"1118","Sevarity","546","403,163","6d 8h 33m 6s","299","24,934","0d 22h 5m 46s","237 (0*)","2 (0*)","6","188 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","425","0d 0h 7m 9s","2 (0*)","9","0","0","0","0","0","23","8,804","0d 2h 32m 34s","190","165","0","1","2","0","13",134
"1119","Feoe0103","454","104,856","1d 23h 42m 8s","333","16,004","0d 11h 44m 46s","220 (0*)","10 (0*)","1","41 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","21","16,940","0d 4h 26m 0s","203","8","7","12","7","24","14,665","0d 5h 0m 56s","428 (32*)","315","0","0","4","1","38","57","19,680","0d 8h 7m 58s","430","652","3","0","2","0","23",53
"1120","LittleLyon14","37","38,898","0d 16h 25m 48s","0","0","0d 0h 0m 0s","0 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2","1,748","0d 0h 25m 7s","7","","","2","","1","250","0d 0h 15m 0s","4 (4*)","11","0","0","0","0","10","18","5,645","0d 2h 38m 6s","242","139","4","1","2","0","29",24
"1121","Cubeaddiction123","71","26,555","0d 16h 49m 20s","19","625","0d 0h 48m 4s","9 (0*)","0 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","225","0d 0h 0m 14s","0 (0*)","0","0","0","0","0","0","36","10,575","0d 5h 41m 26s","381","316","1","0","2","0","22",17
"1122","leedogninja","95","19,886","0d 7h 56m 22s","80","13,488","0d 5h 40m 0s","191 (0*)","1 (0*)","11","511 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","1","815","0d 0h 16m 26s","16 (0*)","13","0","0","1","0","32","14","5,583","0d 1h 59m 56s","207","159","0","0","2","0","28",13
"1123","Chilla38","259","44,916","1d 2h 7m 51s","210","19,794","0d 11h 43m 9s","189 (0*)","10 (0*)","10","387 (0*)","1 (1*)","0d 0h 58m 38s (0d 0h 58m 38s*)","4 (4*)","1 (1*)","0 (0*)","0 (0*)","1 (1*)","0d 0h 13m 50s (0d 0h 13m 50s*)","0 (0*)","1 (1*)","1 (1*)","3 (3*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2","1,220","0d 0h 31m 5s","19","","","","","4","2,329","0d 0h 58m 25s","30 (0*)","40","0","0","0","0","14","26","11,773","0d 4h 16m 47s","246","144","0","0","2","0","16",27
"1124","LnktheWolf","246","98,232","1d 23h 59m 25s","121","3,900","0d 5h 9m 15s","58 (0*)","5 (0*)","0","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","16","15,165","0d 3h 40m 34s","125","","3","13","4","59","22,001","0d 12h 4m 9s","739 (37*)","372","1","2","1","0","44","9","2,110","0d 1h 4m 19s","76","68","0","0","2","0","12",51
"1125","CrazDMonky","155","56,105","0d 19h 56m 51s","144","38,948","0d 11h 17m 35s","413 (0*)","16 (0*)","32","1,999 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","617","0d 0h 0m 0s","16 (0*)","9","0","0","0","0","15","3","1,886","0d 0h 27m 5s","81","33","1","0","2","0","15",33
"1126","TravelledSole25","213","36,725","0d 19h 4m 56s","166","14,446","0d 9h 53m 47s","200 (0*)","3 (0*)","10","144 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 4m 5s","","","","","","9","6,136","0d 2h 36m 5s","102 (0*)","107","0","1","0","0","32","37","15,393","0d 5h 31m 19s","490","356","0","1","2","0","22",23
"1127","Ameister12","1,147","117,249","2d 13h 55m 13s","1,109","88,898","2d 3h 36m 53s","1,479 (0*)","53 (0*)","30","1,362 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","1","310","0d 0h 9m 14s","10 (10*)","8","0","0","0","1","17","29","14,105","0d 4h 19m 45s","373","263","1","1","2","0","25",58
